id,title,code,description,lecture_units,laboratory_units,is_credit,created_at,updated_at
1684,Elective 6 (3 lec),ELECTIVE6,NULL,3,0,0,1/21/2025 14:37,1/21/2025 14:39
1685,Thesis,DMGT200B,NULL,3,0,1,1/21/2025 14:49,1/21/2025 14:49
1686,Practicum,DMGT199,NULL,6,0,1,1/21/2025 14:50,1/21/2025 14:50
1687,Introduction to Comparative Politics,ISEA24,NULL,3,0,1,1/22/2025 8:28,1/22/2025 8:28
1688,Diplomatic and Consular Practices,ISEA26,NULL,3,0,1,1/22/2025 8:32,1/22/2025 8:32
1689,Industrial Electronics,ELEX95,NULL,2,1,1,1/22/2025 9:13,1/22/2025 9:13
1690,Supervised Industrial Training 2,ELEX199b,NULL,0,8,1,1/22/2025 9:23,1/22/2025 9:23
1691,Supervised Industrial Training 3,ELEX199c,NULL,0,8,1,1/22/2025 9:24,1/22/2025 9:24
1692,On-the-Job Training -240 Hours,CENG199,NULL,0,3,1,1/22/2025 11:07,1/22/2025 11:07
1693,Foreign T rade of Asia,ISAS70,NULL,3,0,1,1/23/2025 8:35,1/23/2025 8:35
1694,Political G eography of Asia,ISAS75,NULL,3,0,1,1/23/2025 8:35,1/23/2025 8:35
1695,International Economics,ISEA35,NULL,3,0,1,1/23/2025 8:36,4/30/2025 9:52
1696,Undergraduate Thesis 1,ISAS200A,NULL,3,0,1,1/23/2025 8:38,1/23/2025 8:38
1697,Undergraduate Seminar,ISAS99,NULL,3,0,1,1/23/2025 8:40,1/23/2025 8:40
1698,Undergraduate Thesis 2,ISAS200B,NULL,3,0,1,1/23/2025 8:40,1/23/2025 8:40
1699,On-the-Job Training,ISAS199,NULL,6,0,0,1/23/2025 8:41,1/23/2025 8:42
1700,Undergraduate Thesis 1,ISES200A,NULL,3,0,1,1/23/2025 9:03,1/23/2025 9:03
1701,Undergraduate Seminar,ISES99,NULL,3,0,1,1/23/2025 9:05,1/23/2025 9:05
1702,Undergraduate Thesis 2,ISES200B,NULL,3,0,1,1/23/2025 9:05,1/23/2025 9:05
1703,On-the-Job Training,ISES199,NULL,6,0,1,1/23/2025 9:06,1/23/2025 9:06
1704,Anatomy & Physiology,MCON01,NULL,3,2,1,1/23/2025 10:36,1/23/2025 10:36
1705,Biochemistry,CHEM14,NULL,3,2,1,1/23/2025 10:40,1/23/2025 10:40
1706,Competency Appraisal I,NURS24,NULL,3,0,1,1/23/2025 10:58,1/23/2025 10:58
1707,Competency Appraisal 2,NURS26,NULL,3,0,1,1/23/2025 11:03,1/23/2025 11:03
1708,Specialization Course 1 (3 lec),MAJOR1,NULL,3,0,1,1/23/2025 13:28,1/23/2025 13:31
1709,Specialization Course 1 (2 lec/1 lab),MAJOR1,NULL,2,1,1,1/23/2025 13:29,1/23/2025 13:29
1710,Specialization Course 1 (3 lec/2 lab),MAJOR1,NULL,3,2,1,1/23/2025 13:30,1/23/2025 13:30
1711,Specialization Course 2 (2 lec/1 lab),MAJOR2,NULL,2,1,1,1/23/2025 13:32,1/23/2025 13:32
1712,Specialization Course 2 (3 lec),MAJOR2,NULL,3,0,1,1/23/2025 13:33,1/23/2025 13:33
1713,Specialization Course 2 (3 lec/ 2 lab),MAJOR2,NULL,3,2,1,1/23/2025 13:33,1/23/2025 13:33
1714,Specialization Course 3 (2 lec/1 lab),MAJOR3,NULL,2,1,1,1/23/2025 13:34,1/23/2025 13:34
1715,Specialization Course 3 (3 lec),MAJOR3,NULL,3,0,1,1/23/2025 13:34,1/23/2025 13:34
1716,Specialization Course 3 (3 lec/2 lab),MAJOR3,NULL,3,2,1,1/23/2025 13:34,1/23/2025 13:34
1717,Specialization Course 4 (2 lec/1 lab),MAJOR4,NULL,2,1,1,1/23/2025 13:35,1/23/2025 13:35
1718,Specialization Course 4 (3 lec),MAJOR4,NULL,3,0,1,1/23/2025 13:35,1/23/2025 13:35
1719,Specialization Course 4 (3 lec/2 lab),MAJOR4,NULL,3,2,1,1/23/2025 13:36,1/23/2025 13:36
1720,Specialization Course 5 (2 lec/1 lab),MAJOR5,NULL,2,1,1,1/23/2025 13:36,1/23/2025 13:36
1721,Specialization Course 5 (3 lec),MAJOR5,NULL,3,0,1,1/23/2025 13:37,1/23/2025 13:37
1722,Specialization Course 5 (3 lec/2 lab),MAJOR5,NULL,3,2,1,1/23/2025 13:37,1/23/2025 13:37
1723,Specialization Course 6 (2 lec/1 lab),MAJOR6,NULL,2,1,1,1/23/2025 13:38,1/23/2025 13:38
1724,Specialization Course 6 (3 lec),MAJOR6,NULL,3,0,1,1/23/2025 13:38,1/23/2025 13:38
1725,Specialization Course 6 (3 lec/2 lab),MAJOR6,NULL,3,2,1,1/23/2025 13:39,1/23/2025 13:39
1726,Specialization Course 7 (2 ec/1 lab),MAJOR7,NULL,2,1,1,1/23/2025 13:39,1/23/2025 13:39
1727,Specialization Course 7 (3 lec),MAJOR7,NULL,3,0,1,1/23/2025 13:40,1/23/2025 13:40
1728,Specialization Course 7 (3 lec/2 lab),MAJOR7,NULL,3,2,1,1/23/2025 13:40,1/23/2025 13:40
1729,Genetics,GBIO70,NULL,3,2,1,1/23/2025 14:04,1/23/2025 14:04
1730,Cell and Molecular Biology,GBIO75,NULL,3,2,1,1/23/2025 14:08,1/23/2025 14:08
1731,Undergraduate Thesis 1,BIOL200a,NULL,2,0,1,1/23/2025 14:16,1/23/2025 14:16
1732,Undergraduate Thesis 2,BIOL200B,NULL,2,0,1,1/23/2025 14:20,1/23/2025 14:20
1733,Botany,BOTA 1,NULL,2,1,1,1/23/2025 17:16,1/23/2025 17:16
1734,Inorganic and Analytical Chemistry,CHEM1,NULL,3,2,1,1/23/2025 17:23,1/23/2025 17:23
1735,Kontekstwalisadong Komunikasyon sa Filipino,GE Elect1,NULL,3,0,1,1/28/2025 10:22,1/28/2025 10:22
1736,Technical Drafting I,DRAF50,NULL,2,3,1,3/11/2025 8:42,3/11/2025 8:42
1737,Basic Architectural Plan Drawing,DRAF55,NULL,2,1,1,3/11/2025 8:43,3/11/2025 8:43
1738,Mechanical Drafting,DRAF60,NULL,2,3,1,3/11/2025 8:52,3/11/2025 8:52
1739,Introduction to AUTOCAD,DRAF65,NULL,2,1,1,3/11/2025 8:53,3/11/2025 8:53
1740,Architectural Drafting - Residential,DRAF70,NULL,2,3,1,3/11/2025 9:12,3/11/2025 9:12
1741,Basic AUTOCAD (2D Application),DRAF75,NULL,2,1,1,3/11/2025 9:13,3/11/2025 9:13
1742,Technoprenuership 101,ENCS35,NULL,3,0,1,3/11/2025 9:14,3/11/2025 9:14
1743,Supervised Industrial Training 1,DRAF199a,NULL,3,0,0,3/11/2025 9:17,3/11/2025 15:56
1744,Architectural Drafting - Commercial,DRAF80,NULL,2,3,1,3/11/2025 9:24,3/11/2025 9:24
1745,Intermediate CAD (3D),DRAF85,NULL,2,1,1,3/11/2025 9:25,3/11/2025 9:25
1746,Machine Drafting,DRAF90,NULL,2,3,1,3/11/2025 13:57,3/11/2025 13:57
1747,Advanced Computer Aided Drafting,DRAF95,NULL,2,1,1,3/11/2025 13:57,3/11/2025 13:57
1748,DRAF Design Project 1,DRAF200a,NULL,0,1,1,3/11/2025 13:58,3/11/2025 13:58
1749,Environmental Science,ENCS33,NULL,3,0,1,3/11/2025 14:59,3/11/2025 14:59
1750,Supervised Industrial Training 2,DRAF199b,NULL,0,8,1,3/11/2025 15:55,3/11/2025 15:55
1751,Supervised Industrial Training 3,DRAF199c,NULL,0,8,1,3/11/2025 15:55,3/11/2025 15:55
1752,"Bench Work, Drillpress and Lathe Work",MECH50,NULL,2,3,1,3/11/2025 16:38,3/11/2025 16:38
1753,Introduction to MachineShop(OHASP)&Metrology,MECH55,NULL,2,1,1,3/11/2025 16:39,3/11/2025 16:39
1754,Microeconomics,BMGT21,NULL,3,0,1,3/12/2025 16:30,3/12/2025 16:30
1755,Entrepreneurial Behavior,ETRP50,NULL,3,0,1,3/12/2025 16:30,3/12/2025 16:30
1756,Opportunity Seeking,ETRP55,NULL,3,0,1,3/12/2025 16:31,3/12/2025 16:31
1757,Innovation Management,ETRP60,NULL,3,0,1,3/12/2025 16:31,3/12/2025 16:31
1758,Pricing and Costing,ETRP65,NULL,3,0,1,3/12/2025 16:42,3/12/2025 16:42
1759,Human Resource Management,ETRP70,NULL,3,0,1,3/12/2025 16:42,3/12/2025 16:42
1760,Market Research and Consumer Behavior,ETRP75,NULL,3,0,1,3/12/2025 16:43,3/12/2025 16:43
1761,"Service, Trading, Manufacturing and Agribusiness",ETRP TRCK 1,NULL,3,0,1,3/12/2025 16:44,3/12/2025 16:44
1762,Production and Operations Management,BMGT22,NULL,3,0,1,3/12/2025 16:44,3/12/2025 16:44
1763,International Business and Trade,ETRP80,NULL,3,0,1,3/12/2025 16:45,3/12/2025 16:45
1764,Program and Policies on Entrepreneurial Development,ETRP85,NULL,3,0,1,3/12/2025 16:47,3/12/2025 16:47
1765,Financial Management,ETRP90,NULL,3,0,1,3/12/2025 16:47,3/12/2025 16:47
1766,Business Law and Taxation,ENTRP95,NULL,3,0,1,3/12/2025 16:48,3/12/2025 16:48
1767,Family Enterprise Management,ETRP TRCK 2,NULL,3,0,1,3/12/2025 16:49,3/12/2025 16:49
1768,Business Plan Preparation,ETRP100,NULL,3,0,1,3/12/2025 16:58,3/12/2025 16:58
1769,Elective 1,ETRP ELEC 1,NULL,3,0,1,3/12/2025 16:58,3/12/2025 16:58
1770,Elective 2,ETRP ELEC 2,NULL,3,0,1,3/12/2025 16:59,3/12/2025 16:59
1771,Wholesale and Retail Sales Management,ETRP TRCK 3,NULL,3,0,1,3/12/2025 17:00,3/12/2025 17:00
1772,Social Entrepreneurship,ETRP110,NULL,3,0,1,3/12/2025 17:00,3/12/2025 17:00
1773,Elective 3,ETRP ELEC 3,NULL,3,0,1,3/12/2025 17:01,3/12/2025 17:01
1775,ETRP TRCK 3,Wholesale and Retail Sales Management,NULL,3,0,1,3/12/2025 17:03,3/12/2025 17:03
1776,Electric Arc Welding and Milling Work,MECH60,NULL,2,3,1,3/13/2025 7:55,3/13/2025 7:55
1777,Elementary Metallurgy and Heat Treatment,MECH65,NULL,2,1,1,3/13/2025 7:55,3/13/2025 7:55
1778,Supervised Industrial Training 1,MECH199a,NULL,3,0,0,3/13/2025 8:13,3/13/2025 8:14
1779,Advanced Lathe Work and Sheet Metal Work,MECH70,NULL,2,3,1,3/13/2025 8:29,3/13/2025 8:29
1780,Advanced Heat Treatment and  Machine Shop Bench Work,MECH75,NULL,2,1,1,3/13/2025 8:31,3/13/2025 8:31
1781,Advanced Milling Work  and Grinding Abrasive Machinning,MECH80,NULL,2,3,1,3/13/2025 8:39,3/13/2025 8:39
1783,Principles of Tool and Die,MECH85,NULL,2,1,0,3/13/2025 9:05,3/13/2025 9:05
1784,Elective 4,ETRP ELEC 4,NULL,3,0,1,3/13/2025 9:05,4/8/2025 9:37
1785,Entrepreneurial Marketing Strategies,ETRP TRCK 4,NULL,3,0,1,3/13/2025 9:06,3/13/2025 9:06
1786,Business Plan Implementation 1,ETRP115,NULL,5,0,1,3/13/2025 9:06,3/25/2025 8:58
1787,Business Plan Implementation 2,ETRP120,NULL,5,0,1,3/13/2025 9:06,3/13/2025 9:06
1788,Auto CAD Designing and 3D Printing,MECH90,NULL,2,3,1,3/13/2025 9:44,3/13/2025 9:44
1789,"Industrial Planning and Maintenance, Elements of Industrial Design",MECH95,NULL,2,1,1,3/13/2025 9:44,3/13/2025 9:44
1790,MECH Design Project 1,MECH200a,NULL,0,1,1,3/13/2025 9:45,3/13/2025 9:45
1791,CNC Programming and Operation (Lathe Milling),MECH100,NULL,2,3,1,3/13/2025 9:48,3/13/2025 9:48
1792,Project Study,MECH105,NULL,2,1,1,3/13/2025 9:48,3/13/2025 9:48
1793,MECH Design Project 2,MECH200b,NULL,0,2,1,3/13/2025 9:49,3/13/2025 9:49
1794,Business Law and Taxation,ETRP95,NULL,3,0,1,3/13/2025 9:50,3/13/2025 9:50
1795,Applied Thermodynamics,ENCS29,NULL,1,1,1,3/13/2025 9:50,3/13/2025 9:50
1796,Supervised Industrial Training 2,MECH199b,NULL,0,8,1,3/13/2025 9:55,3/13/2025 9:55
1797,Supervised Industrial Training 3,MECH199c,NULL,0,8,1,3/13/2025 9:55,3/13/2025 9:55
1798,MACHINE SHOP I /Engineering Materials,SMTE50,NULL,2,3,0,3/13/2025 10:51,3/13/2025 10:53
1799,Manual Arc Welding (SMAW),SMTE55,NULL,2,1,1,3/13/2025 10:52,3/13/2025 10:52
1800,Internal Combustion Engine (Diesel Engine),SMTE60,NULL,2,3,1,3/13/2025 10:57,3/13/2025 10:57
1801,Engine Maintenance & Auxillary machinery,SMTE65,NULL,2,1,1,3/13/2025 10:58,3/13/2025 10:58
1802,Marine Automation Mechanics and Hydromechanism,SMTE70,NULL,2,3,1,3/13/2025 11:05,3/13/2025 11:05
1803,Instrumentation and Control,SMTE75,NULL,2,1,1,3/13/2025 11:09,3/13/2025 11:09
1804,Supervised Industrial Training 1,SMTE199a,NULL,3,0,1,3/13/2025 11:12,3/13/2025 11:12
1805,Marine Refrigeration and HVAC,SMTE80,NULL,2,3,1,3/13/2025 11:15,3/13/2025 11:15
1806,Electro Technology,SMTE85,NULL,2,1,1,3/13/2025 11:15,3/13/2025 11:15
1807,MACHINE SHOP 2 (Engine Lathe Processes),SMTE90,NULL,2,3,1,3/13/2025 11:21,3/13/2025 11:21
1808,MACHINE SHOP3 (Milling Machine Operation),SMTE95,NULL,2,1,1,3/13/2025 11:21,3/13/2025 11:21
1809,SMTE Design Project 1,SMTE200a,NULL,0,1,1,3/13/2025 11:22,3/13/2025 11:22
1810,Marine Power Plant,SMTE100,NULL,2,3,1,3/13/2025 11:22,3/13/2025 11:22
1811,Inspection and Quality Control,SMTE105,NULL,2,1,1,3/13/2025 11:23,3/13/2025 11:23
1812,SMTE Design Project 2,SMTE200b,NULL,0,2,1,3/13/2025 11:44,3/13/2025 11:44
1813,Supervised Industrial Training 2,SMTE199b,NULL,0,8,1,3/13/2025 11:52,3/13/2025 11:52
1814,Supervised Industrial Training 3,SMTE199c,NULL,0,8,1,3/13/2025 11:52,3/13/2025 11:52
1815,Intermediate Welding Processes and Light Metal Fabrication,WAFT50,NULL,2,3,0,3/13/2025 16:40,3/13/2025 16:42
1816,Metallurgy and Heat Treatment,WAFT55,NULL,2,1,0,3/13/2025 16:40,3/13/2025 16:43
1817,Advanced Welding Processes (SMAW),WAFT60,NULL,2,3,0,3/13/2025 16:41,3/13/2025 16:43
1818,Inspection And Quality Control,WAFT65,NULL,2,1,0,3/13/2025 16:42,3/13/2025 16:43
1819,Supervised Industrial Training 1,WAFT199a,NULL,3,0,1,3/13/2025 16:44,3/13/2025 16:44
1820,Advanced Welding Processes (GMAW-FCAW),WAFT70,NULL,2,3,1,3/13/2025 16:44,3/13/2025 16:44
1821,"Welding Design, Fabrication and Welders Qualification",WAFT75,NULL,2,1,1,3/13/2025 16:45,3/13/2025 16:45
1822,Advanced Welding Processes(GTAW),WAFT80,NULL,2,3,1,3/13/2025 16:45,3/13/2025 16:45
1823,"Welding Codes, Rules and Specifications",WAFT85,NULL,2,1,1,3/13/2025 16:46,3/13/2025 16:46
1824,"Project Design, Construction Method and Fabrication",WAFT90,NULL,2,3,1,3/25/2025 15:20,3/25/2025 15:20
1825,Pattern Development,WAFT95,NULL,3,2,1,3/25/2025 15:21,3/25/2025 15:21
1826,WAFT Design Project 1,WAFT200a,NULL,0,1,1,3/25/2025 15:21,3/25/2025 15:21
1827,Welding Plant Supervision and Management,WAFT100,NULL,2,3,1,3/25/2025 15:21,3/25/2025 15:21
1828,Planning and Costing,WAFT105,NULL,2,1,1,3/25/2025 15:21,3/25/2025 15:21
1829,WAFT Design Project 2,WAFT200b,NULL,0,2,1,3/25/2025 15:22,3/25/2025 15:22
1830,Supervised Industrial Training 2,WAFT199b,NULL,0,8,1,3/25/2025 15:22,3/25/2025 15:22
1831,Supervised Industrial Training 3,WAFT199c,NULL,0,8,1,3/25/2025 15:23,3/25/2025 15:23
1832,"Pattern Drafting, Casual Dress Designing and Construction",FAT111,NULL,4,4,1,3/26/2025 10:45,3/26/2025 10:45
1833,Advance Dress Designing & Construction of Formal Dress,FAT121,NULL,4,4,1,3/26/2025 10:45,3/26/2025 10:45
1834,Supervised Industrial Training 1,FAT199a,NULL,3,0,1,3/26/2025 10:45,3/26/2025 10:45
1835,"Dress Accessories, Trimmings, Decoration & Construction of Filipino Costumes",FAT211,NULL,4,4,1,3/26/2025 10:46,3/26/2025 10:46
1836,Tailoring & Construction of Unisex Garment,FAT212,NULL,4,4,1,3/26/2025 10:46,3/26/2025 10:46
1837,Fitting Problems & Garments Alterations,FAT311,NULL,4,4,1,3/26/2025 10:47,3/26/2025 10:47
1838,FAT Design Project 1,FAT200a,NULL,0,1,1,3/26/2025 10:47,3/26/2025 10:47
1839,Mass Production & Techniques of RTW Garments,FAT312,NULL,4,4,1,3/26/2025 10:47,3/26/2025 10:47
1840,FAT Design Project 2,FAT200b,NULL,0,2,1,3/26/2025 10:47,3/26/2025 10:47
1841,Supervised Industrial Training 2,FAT199b,NULL,0,8,1,3/26/2025 10:48,3/26/2025 10:48
1842,Supervised Industrial Training 3,FAT199c,NULL,0,8,1,3/26/2025 10:48,3/26/2025 10:48
1843,Refrigeration Principles,RAC50,NULL,2,3,1,4/8/2025 8:23,4/8/2025 8:23
1844,"Basic Electricity , Welding, Brazing and Soldering",RAC55,NULL,2,1,1,4/8/2025 8:25,4/8/2025 8:25
1845,DomRAC Components and Circuitry Design,RAC60,NULL,2,3,1,4/8/2025 8:34,4/8/2025 8:34
1846,DomRAC System Troubleshooting and Maintenance,RAC65,NULL,2,1,1,4/8/2025 8:34,4/8/2025 8:34
1847,Supervised Industrial Training 1,RAC199a,NULL,3,0,1,4/8/2025 8:34,4/8/2025 8:34
1848,PACU System Design and Installation,RAC70,NULL,2,3,1,4/8/2025 8:34,4/8/2025 8:34
1849,PACU System Troubleshooting and Maintenance,RAC75,NULL,2,1,1,4/8/2025 8:35,4/8/2025 8:35
1850,MOBILE Airconditioning System,RAC80,NULL,2,1,1,4/8/2025 8:36,4/8/2025 8:36
1851,MOBILE System Trouble shooting and Maintenance,RAC85,NULL,2,1,1,4/8/2025 8:36,4/8/2025 8:36
1852,"CRE Operation, Absorption System and Principles",RAC90,NULL,1,1,1,4/8/2025 8:36,4/8/2025 8:36
1853,Special Refrigeration and Transport Refrigeration System,RAC95,NULL,2,3,1,4/8/2025 8:36,4/8/2025 8:36
1854,Introduction to Marine HVAC-R System Design,RAC100,NULL,2,1,1,4/8/2025 8:37,4/8/2025 8:37
1855,RAC Design Project 1,RAC200a,NULL,0,1,1,4/8/2025 8:37,4/8/2025 8:37
1856,Special Refrigeration System Application and Retrofitting,RAC105,NULL,2,3,1,4/8/2025 8:37,4/8/2025 8:37
1857,"Body Repair, Painting and Air Distribution and Fabrication",RAC110,NULL,2,1,1,4/8/2025 8:38,4/8/2025 8:38
1858,RAC Design Project 2,RAC200b,NULL,0,2,1,4/8/2025 8:38,4/8/2025 8:38
1859,Supervised Industrial Training 2,RAC199b,NULL,0,8,1,4/8/2025 8:38,4/8/2025 8:38
1860,Supervised Industrial Training 3,RAC199c,NULL,0,8,1,4/8/2025 8:39,4/8/2025 8:39
1861,Fundamentals of Zoology,ZOOL1,NULL,3,2,1,4/8/2025 11:06,4/8/2025 11:06
1862,Product Development and Value Addition,FISH ELEC 1,NULL,2,1,1,4/8/2025 14:46,4/8/2025 14:46
1863,Postharvest Handling & Low Temperature Preservation,FISH ELEC 2,NULL,2,1,1,4/8/2025 14:47,4/8/2025 14:47
1864,GIS and remote sensing for Fisheries,FISH ELEC 3,NULL,2,1,1,4/8/2025 14:48,4/8/2025 14:48
1865,Fishing Systems,FISH ELEC 4,NULL,3,0,1,4/8/2025 14:48,4/8/2025 14:48
1866,Fish Stock Assessment,FISH ELEC 5,NULL,3,0,1,4/8/2025 14:49,4/8/2025 14:49
1867,Aquatic Invertebrates,FISH ELEC 6,NULL,3,0,1,4/8/2025 14:50,4/8/2025 14:50
1868,Organic Chemistry,CHEM 2,NULL,3,2,1,4/8/2025 14:53,4/8/2025 14:53
1869,Ichthyology,FISH 11,NULL,3,2,1,4/8/2025 14:55,4/8/2025 14:55
1870,Aquaculture,FISH 65,NULL,3,2,1,4/8/2025 14:56,4/8/2025 14:56
1871,Aquatic Resources and Ecology,FISH 70,NULL,3,2,1,4/8/2025 14:57,4/8/2025 14:57
1872,Biochemistry,CHEM3,NULL,2,1,0,4/8/2025 15:04,4/8/2025 15:12
1873,Microbiology,MICRO1,NULL,2,1,0,4/8/2025 15:05,4/8/2025 15:11
1874,Fisheries Meteorology,FISH80,NULL,3,0,0,4/8/2025 15:06,4/8/2025 15:11
1875,Oceanography,FISH90,NULL,3,2,0,4/8/2025 15:06,4/8/2025 15:11
1876,Capture Fisheries,FISH95,NULL,3,2,0,4/8/2025 15:08,4/8/2025 15:10
1877,Aquaculture Engineering,FISH100,NULL,2,1,0,4/8/2025 15:09,4/8/2025 15:10
1878,Fish Genetics and Breeding,FISH105,NULL,2,1,1,4/8/2025 15:16,4/8/2025 15:16
1879,Fish Nutrition,FISH110,NULL,2,1,1,4/8/2025 15:17,4/8/2025 15:17
1880,"Fisheries Laws, Policies, and Institution",FISH115,NULL,3,0,1,4/8/2025 15:17,4/8/2025 15:17
1881,Postharvest Fisheries,FISH120,NULL,3,2,1,4/8/2025 15:18,4/8/2025 15:18
1882,"Fishery Product, Safety and Quality",FISH125,NULL,2,1,1,4/8/2025 15:18,4/8/2025 15:18
1883,Research Design and Methodologies,FISH130,NULL,2,1,1,4/8/2025 15:19,4/8/2025 15:19
1884,Physiology of Aquatic Organisms,FISH135,NULL,3,0,1,4/8/2025 15:19,4/8/2025 15:19
1885,Fish Health Management,FISH140,NULL,2,1,1,4/8/2025 15:20,4/8/2025 15:20
1886,On-The-Job Training,FISH150,NULL,3,0,1,4/8/2025 15:20,4/8/2025 15:20
1887,Project Development and Management,FISH155,NULL,3,0,1,4/8/2025 15:21,4/8/2025 15:21
1888,Fisheries Entrepreneurship,FISH160,NULL,3,0,1,4/8/2025 15:22,4/8/2025 15:22
1889,Fisheries Management,FISH165,NULL,3,2,1,4/8/2025 15:22,4/8/2025 15:22
1890,Competency Appraisal 1,FISH170,NULL,3,0,1,4/8/2025 15:23,4/8/2025 15:23
1891,Undergraduate Thesis (Proposal),FISH200A,NULL,1,0,1,4/8/2025 15:23,4/8/2025 15:23
1892,Competency Appraisal 2,FISH175,NULL,3,0,1,4/8/2025 15:24,4/8/2025 15:24
1893,Coastal Resource Management,FISH180,NULL,3,0,1,4/8/2025 15:24,4/8/2025 15:24
1894,Fisheries Extension,FISH185,NULL,3,0,1,4/8/2025 15:25,4/8/2025 15:25
1895,Seminar,FISH190,NULL,1,0,1,4/8/2025 15:25,4/8/2025 15:25
1896,Undergraduate Thesis (Conduct & Oral Defense),FISH200B,NULL,2,0,1,4/8/2025 15:26,4/8/2025 15:26
